Survey ID,Survey status,Invitation date,Responsedate,Last page seen,Survey Distribution Version,Survey Experience Score,Reason for Survey Experience,Comment
521909,COMPLETED,44102.8125,44109.48294,Page 7,B,3,Other (Please specify),"j'ai repondu tres en accord avec une question mais apres avoir soumis, j'ai recu un message de completer pourquoi je ne suis pas en accord, je pense qu'il y a une erreur technique"
513150,COMPLETED,44102.79167,44109.48912,Page 7,B,3,Other (Please specify),I really am kind of sick of these things.
509065,COMPLETED,44102.82292,44109.47132,Page 7,B,4,Other (Please specify),I have been having this kind of survey for more than 10 years
511851,COMPLETED,44102.82292,44109.4417,Page 7,B,5,Other (Please specify),Opportunity to provide written feedback.
512525,COMPLETED,44102.79167,44109.4386,Page 7,B,4,Other (Please specify),"The narrative portion of the survey was a bit lengthy. I can see that being an annoyance for employees to complete especially given the ""virtual"" world we are experiencing. I have found that asking employees to do another thing, outside of the overwhelming number of responsiblities that are occurring in our current envionment may not result in meaningful responses or any responses. In my expience, quick scheduled informal events receive the most engagement."
520789,COMPLETED,44102.8125,44109.41314,Page 10,A,5,Other (Please specify),"possibilité de mettre plus de notes donc de justifier des réponses , je souhaite qu'il en ai plus pour les prochains"
519871,COMPLETED,44102.8125,44109.41545,Page 7,B,5,Other (Please specify),pouvoir mettre des notes et des commentaires
519239,COMPLETED,44102.80208,44109.4111,Page 10,A,3,Other (Please specify),Short survey. Didn't specifically ask questions that would generate an emotional response.
513608,COMPLETED,44102.82292,44109.41275,Page 7,B,3,Other (Please specify),though i like the opportunity to provide open answer i am unsure why the first question had so many option if i am not able to go back and provided feedback to those area too.  i may have picked a different option if i knew i wasnt responding to all topics
521709,COMPLETED,44102.8125,44109.42324,Page 7,B,3,Other (Please specify),for space for personal opinions
508448,COMPLETED,44102.82292,44109.39965,Page 7,B,3,Other (Please specify),The flow seemed awkward between multiple choice and text responses
519492,COMPLETED,44102.80208,44109.38252,Page 7,B,5,Other (Please specify),all of the above except mobile device. I did it on computer so not applicable
515772,COMPLETED,44102.79167,44109.38036,Page 10,A,5,Other (Please specify),The format allows us to dive in to answers for each questions and details our response more accuretly.
514779,COMPLETED,44102.82292,44109.37792,Page 10,A,5,Other (Please specify),an opportunity to express our feelings
505224,COMPLETED,44102.8125,44109.37611,Page 7,B,4,Other (Please specify),"The ability to speak honestly, to elaborate on my answers"
521783,COMPLETED,44102.80208,44109.37316,Page 10,A,3,Other (Please specify),Sometimes should be an option. And things like when and how often do you want to return to the office should be considered.
522397,COMPLETED,44102.79167,44109.36435,Page 10,A,3,Other (Please specify),Requests for free form responses too open ended
504109,COMPLETED,44102.79167,44109.35475,Page 10,A,2,Other (Please specify),"Even knowing the survey is confidential, I get anxious giving answers which could come back to negatively affect me."
520452,COMPLETED,44102.8125,44109.35959,Page 7,B,2,Other (Please specify),"I got error message when almost done, and that took me back to a question I answered and I had to answer again"
519903,COMPLETED,44102.8125,44109.35785,Page 10,A,5,Other (Please specify),"simple, claire et rapide ...toutes ses reponses !"
522050,COMPLETED,44102.80208,44109.34839,Page 10,A,2,Other (Please specify),It wasn't sufficient enough for me to provide clarity on my experience. It focused more on my job but not so much on my immediate management. The experience on both topics are very different.
519223,COMPLETED,44102.79167,44109.34737,Page 10,A,3,Other (Please specify),"overall easy to answer as it was short and simple. some questions were random but as is with all surveys, what will come from this?"
507878,COMPLETED,44102.80208,44109.3372,Page 10,A,1,Other (Please specify),"Surveys are a waste of my time because no one really pays attention to the answers, IMHO.."
507233,COMPLETED,44102.80208,44109.34226,Page 10,A,3,Other (Please specify),N/A
506528,COMPLETED,44102.8125,44109.33948,Page 10,A,5,Other (Please specify),Ease of completing and I also like that other questions or clarifications came up because of previous choices.
506104,COMPLETED,44102.80208,44109.34299,Page 7,B,3,Other (Please specify),In the past the survey provided the ability to provide feedback at various levels of the organisation. As I completed the survey I wasn't sure how the data would roll up and if it would be meaningful.
522355,COMPLETED,44102.8125,44109.33789,Page 7,B,3,Other (Please specify),"I'm glad to give the feedback, but more importantly I'd like to see a response and a change in the current RBC setup."
521702,COMPLETED,44102.80208,44109.32307,Page 7,B,3,Other (Please specify),Not sure what will be done with the answers or if anything will change. Do not feel 100% comfotable about speaking up when comments are asked as I am not sure they are private and confidential so worried about consequences.
510930,COMPLETED,44102.79167,44109.31497,Page 7,B,4,Other (Please specify),reflexion!
510711,COMPLETED,44102.80208,44109.31594,Page 10,A,3,Other (Please specify),I find these surverys are useless.  Rolling up surveys dilutes results and even if results are not diluted nothing gets done with negative results.  Management behaviors are not addressed nor corrected.
510418,COMPLETED,44102.82292,44109.31654,Page 10,A,3,Other (Please specify),Not impressed
503498,COMPLETED,44102.80208,44109.31516,Page 10,A,3,Other (Please specify),"we are working and living in difficult times, so I wanted to questions to be more comprehensive regarding the circumstances"
518274,COMPLETED,44102.8125,44109.31637,Page 7,B,2,Other (Please specify),"I preffer the multiple choise format with optional comments, rather than the open ended questions."
514248,COMPLETED,44102.80208,44109.31932,Page 7,B,5,Other (Please specify),Both Ease of completing the survey & its lenght
510437,COMPLETED,44102.8125,44109.30671,Page 10,A,4,Other (Please specify),I get to voice my concerns in a more subjective way
504370,COMPLETED,44102.8125,44109.30618,Page 10,A,3,Other (Please specify),pour moi toute est correct
517472,COMPLETED,44102.82292,44109.3047,Page 7,B,4,Other (Please specify),I would rate strongly agree if there were only options to choose rather than having to type in answers.  length of survey was great
522770,COMPLETED,44102.8125,44109.29083,Page 10,A,2,Other (Please specify),Suggest changing majority of open text boxes to multiple choice and have 1 open text remaining at the end to help with user drop off in completing the survey.
519416,COMPLETED,44102.82292,44109.29409,Page 7,B,4,Other (Please specify),Opportunity to express thoughts and feelings and explanation.
505830,COMPLETED,44102.8125,44109.2913,Page 10,A,3,Other (Please specify),"Questions are too focused and do not cover off other areas of importance such as decision making authority, accountability and leadership."
504519,COMPLETED,44102.8125,44109.29622,Page 10,A,1,Other (Please specify),.
514780,COMPLETED,44102.8125,44109.29932,Page 10,A,2,Other (Please specify),Je trouve que RBC fait trop de sondage
506206,COMPLETED,44102.8125,44109.28885,Page 7,B,1,Other (Please specify),It immediately and without warning narrowed in on the first area that I chose and so I was not provided with an opportunity to voice my opinions on the breadth of topics that I feel are important.
510936,COMPLETED,44102.8125,44109.28243,Page 7,B,2,Other (Please specify),Un peu saisi et déstabilisé par les questions.  Je n'étais pas préparé à ça.  Questions vagues. J'ai l'impression que je ne vous ai rien appris.
510811,COMPLETED,44102.8125,44109.28005,Page 10,A,4,Other (Please specify),Les sondages en cette période de COVID devrait être plus axés sur le bien-être et es besoins en succursale suite à cette année bien particulière qui demande beaucoup d'énergie. Si on veut réduire l'épuisement professionnel
504984,COMPLETED,44102.82292,44109.28205,Page 10,A,3,Other (Please specify),"everything is just from RBC point of view, not so much about what employee may want"
507570,COMPLETED,44102.80208,44109.28685,Page 7,B,4,Other (Please specify),Probing questions about certain answers. Random selection of follow on questions.
508259,COMPLETED,44102.79167,44109.27641,Page 7,B,5,Other (Please specify),HR Dept. to read all my concern. Thank you
506539,COMPLETED,44102.8125,44109.27367,Page 10,A,3,Other (Please specify),"No real results will happen due to this survey, just like all the other surveys."
511355,COMPLETED,44102.83333,44109.26832,Page 10,A,4,Other (Please specify),Ability to express concerns
514043,COMPLETED,44102.79167,44109.27337,Page 10,A,4,Other (Please specify),"The question where it asks you to pick a topic, what if there were more than one topic someone wanted to speak or comment on? Otherwise all good, very simple"
507153,COMPLETED,44102.82292,44109.26435,Page 7,B,4,Other (Please specify),Probed for deeper meaning
505354,COMPLETED,44102.79167,44109.26161,Page 10,A,3,Other (Please specify),I do not feel comfortable sharing my honest opinion in fear of retribution and/or deterred career advancement.
521144,COMPLETED,44102.79167,44109.26524,Page 7,B,2,Other (Please specify),Too much self-input (typing instead of answering).
516542,COMPLETED,44102.79167,44109.26604,Page 7,B,4,Other (Please specify),I'm looking for the employee voice to be heard
513833,COMPLETED,44102.8125,44109.26646,Page 7,B,4,Other (Please specify),open ended questions
513729,COMPLETED,44102.80208,44109.25735,Page 7,B,2,Other (Please specify),free form is difficult.  multiple choice is easier.
520586,COMPLETED,44102.82292,44109.24723,Page 7,B,5,Other (Please specify),I appreciate that they survey has changed to add comments as to why we feel it deserves to have a certain rating
520022,COMPLETED,44102.82292,44109.2503,Page 10,A,3,Other (Please specify),"lack of clarity regarding how the results will roll up made it difficult to answer. As a people manager, I don't want my responses regarding my manager to be rolled into my team results and negatively reflect bad on myself"
519442,COMPLETED,44102.79167,44109.24924,Page 7,B,4,Other (Please specify),The first page of the survey was unecessary. other than that it was fine.
510175,COMPLETED,44102.8125,44109.24883,Page 7,B,5,Other (Please specify),ability to provide customized answers
516759,COMPLETED,44102.8125,44109.24586,Page 10,A,4,Other (Please specify),"La simplicité du sondage me convient, toutefois, la clareté des questions est quelques fois questionnable, c'est à dire, parlons-nous de mon supérieur immédiat ou de la haute direction ?"
514401,COMPLETED,44102.8125,44109.23773,Page 7,B,3,Other (Please specify),J'aime mieux les choix de réponses
522882,COMPLETED,44102.82292,44109.24013,Page 7,B,2,Other (Please specify),Stick to multiple choice questions please
521825,COMPLETED,44102.82292,44109.24292,Page 10,A,5,Other (Please specify),"The ability to provide more supporting information,"
515665,COMPLETED,44102.82292,44109.24287,Page 10,A,4,Other (Please specify),All of the above     ;)
503927,COMPLETED,44102.8125,44109.24516,Page 7,B,3,Other (Please specify),"Trying to remain anonymous, keeping answers high level."
510132,COMPLETED,44102.8125,44109.22926,Page 7,B,3,Other (Please specify),It was short.
511987,COMPLETED,44102.82292,44109.22657,Page 7,B,4,Other (Please specify),Very difficult to address everyone.  I'm happy with the selection of questions.
510109,COMPLETED,44102.8125,44109.22987,Page 10,A,4,Other (Please specify),"Coverage: RBC, Leaders, Team, People Managers and Individual.  To the point and transparent vs. answers to multiple common questions which generated a feeling of mistrust in previous format."
506896,COMPLETED,44102.80208,44109.22877,Page 10,A,2,Other (Please specify),This survey is reminding me of the challenges that inhibit my sense of purpose and ability to be effective and efficient performing my role.
521387,COMPLETED,44102.82292,44109.22679,Page 7,B,4,Other (Please specify),I am glad I was able to express my feelings about certain situtations about working from home.
517237,COMPLETED,44102.79167,44109.23478,Page 10,A,5,Other (Please specify),All of the above
504392,COMPLETED,44102.80208,44109.21912,Page 10,A,4,Other (Please specify),"ability to write my own resonse rather than choose from your list, I'd like to see an innovative category for answers , rather than a box of disagree to agree I'd liek to see something akin to a numberline and I move a dial or item on that line to show where I fall, often I'm between categories ."
522726,COMPLETED,44102.82292,44109.22169,Page 7,B,2,Other (Please specify),"clarity of the 1st question where we get to choose a topic, while having no idea why we are picking one and what our decision will lead to. It requires fixing!!!"
514375,COMPLETED,44102.80208,44109.20424,Page 7,B,3,Other (Please specify),.
504936,COMPLETED,44102.79167,44109.2111,Page 7,B,2,Other (Please specify),the questions are SO broad and very vague...it was 'difficult' to focus my responce.
520578,COMPLETED,44102.82292,44109.19561,Page 7,B,3,Other (Please specify),Multiple choice preferred.
521303,COMPLETED,44102.82292,44109.19954,Page 7,B,5,Other (Please specify),It shows RBCs commitment to their employees
505880,COMPLETED,44102.82292,44109.19926,Page 7,B,3,Other (Please specify),Unconvinced my answers to this survey will have an impact or provide any insight.
503475,COMPLETED,44102.8125,44109.19965,Page 7,B,3,Other (Please specify),Very general
522545,COMPLETED,44102.8125,44109.18385,Page 7,B,1,Other (Please specify),It was stupid
520755,COMPLETED,44102.82292,44109.19164,Page 7,B,5,Other (Please specify),This one asks for more direct commentary to help understand the answer provided.
512887,COMPLETED,44102.8125,44109.17916,Page 10,A,5,Other (Please specify),It allowed me to provide additional details for some of the answers provided which provides clarity/background on those answers
511777,COMPLETED,44102.82292,44109.17209,Page 10,A,4,Other (Please specify),I have the opportunity to express my ideas
508333,COMPLETED,44102.82292,44109.17942,Page 10,A,3,Other (Please specify),not sure of the purpose of this survey. what will HR use this for - to actually implement changes or simply publish that RBC cares but not do anything about it?
503288,COMPLETED,44102.82292,44109.17299,Page 10,A,5,Other (Please specify),Relevance of questions
512562,COMPLETED,44102.8125,44109.06034,Page 10,A,5,Other (Please specify),"Une seule réponse possible, donc je réponds ici car 3 éléments à rapporter ci-dessus: Longeur du sondage, Clarté des questions et Simplicité du sondage. Peut-être prévoir une réponse multiple à cette question."
504874,COMPLETED,44102.83333,44109.03726,Page 10,A,4,Other (Please specify),"questions were clear, it was definitely a shorter survey, and easy to answer but it is unclear how the answers will get aggregated, who will see what comments, and therefore I am a little concerned about potential consequences or how leaders will interpret the results"
522304,COMPLETED,44102.8125,44109.02596,Page 10,A,4,Other (Please specify),I want to share genuine feedback and hopefully someone will read and implement what they preach
514916,COMPLETED,44102.79167,44109.03176,Page 7,B,2,Other (Please specify),"It seems i get asked to fill in surveys all the time. It reminds me of completing surveys for customer service, the question is always: are you happy with your problem being solved. Often the answer is yes, but no one ever asks if i was happy having had to call the customer support in the first place..."
504274,COMPLETED,44102.8125,44109.03221,Page 7,B,3,Other (Please specify),Pas de commentaires en particulier.
507138,COMPLETED,44102.8125,44109.02067,Page 10,A,3,Other (Please specify),Certaines sujets clé n'ont pas été abordés (confiance dans la stratégie et new ways of working notamment)
511749,COMPLETED,44102.79167,44108.95968,Page 10,A,3,Other (Please specify),"Its a survey - hard to be excited one way or the other - will reserve judgement pending whether or not its acted upon. On the plus side, good questions, good length, easy to use - from a logistics perspective, good"
515127,COMPLETED,44102.8125,44108.94317,Page 7,B,4,Other (Please specify),It's more open ended question where the true needs of employee can be seen. The new generation are joining us and our management should be more creative in terms of managing these young forces and guide them in their career growth.
521549,COMPLETED,44102.8125,44108.96623,Page 7,B,3,Other (Please specify),"en positif, des questions très ouvertes, en négatif, dire qu'on a sélection d'accord pour une réponse alors que j'avais sélectionné celle du milieu..."
522947,COMPLETED,44102.8125,44108.87209,Page 7,B,4,Other (Please specify),i want to be heard
515365,COMPLETED,44102.82292,44108.8412,Page 7,B,4,Other (Please specify),"the length of the survey is better; however, there are too many text fields."
512016,COMPLETED,44102.8125,44108.84329,Page 7,B,3,Other (Please specify),Not sure if the purpose was to test the functionality of the survey app or to hear my thoughts on the points initially selected.
514383,COMPLETED,44102.80208,44108.58759,Page 10,A,3,Other (Please specify),Apprehensive about being honest
517743,COMPLETED,44102.79167,44108.44595,Page 7,B,2,Other (Please specify),The questions are very limited and are not asking employees questions that could address or enhance their concerns/experience with RBC
508825,COMPLETED,44102.8125,44107.66884,Page 10,A,5,Other (Please specify),Tous les points précédents et possibilités de transmettre notre opinion
513418,COMPLETED,44102.82292,44108.33736,Page 7,B,4,Other (Please specify),The survery to me has a mixed purpose as you pick a topic of interest to commetn on.  To me this directs the results somewhat.
515150,COMPLETED,44102.79167,44107.34463,Page 10,A,3,Other (Please specify),confidential ?
507898,COMPLETED,44102.8125,44107.39675,Page 7,B,3,Other (Please specify),"Contrairement aux sondages precedents, je ne vois pas comment celui ci va aider RBC a ameliorer ou modifier la satisfaction de ses employes. Ou meme de voir ce qui ne fondtionne pas vraiement au sein du groupe.pas asse de questions pour aller en profondeur."
508496,COMPLETED,44102.79167,44107.29419,Page 10,A,3,Other (Please specify),I have no comments
505173,COMPLETED,44102.82292,44106.71678,Page 10,A,3,Other (Please specify),It should be having questions from multiple areas of LIFE at RBC.
520675,COMPLETED,44102.82292,44106.63065,Page 10,A,3,Other (Please specify),mandatory
513610,COMPLETED,44102.8125,44106.62946,Page 10,A,3,Other (Please specify),Change is all that matters
509547,COMPLETED,44102.79167,44106.61772,Page 10,A,4,Other (Please specify),"I'm glad these surveys exist, but the questions seem a little weak - I think the survey should have included better, more pointed questions."
514204,COMPLETED,44102.79167,44106.59986,Page 7,B,5,Other (Please specify),I can write myself.
509489,COMPLETED,44102.8125,44106.65397,Page 10,A,3,Other (Please specify),"Nothing wrong with the experience, but we receive an over abundance of surveys at RBC, many of which may be unnecessary. This will make some people less apt to complete them in general including more important ones."
514144,COMPLETED,44102.82292,44106.57631,Page 7,B,4,Other (Please specify),I like the format. I am not sure I like the first question. It stumped me and I left it blank for that reason.
505243,COMPLETED,44102.82292,44106.5887,Page 7,B,4,Other (Please specify),I feel that the survey only covered one area of concern.  I could be wrong after I submit my response but if it is this it would really be unfortunate.
519939,COMPLETED,44102.80208,44106.54811,Page 7,B,3,Other (Please specify),Not sure of it's relevance
517986,COMPLETED,44102.82292,44106.57013,Page 7,B,5,Other (Please specify),Ability to add comments supporting the ratings: i'd think this would be helpful to give commentary that adds 'shades' to the ratings
510323,COMPLETED,44102.80208,44106.52792,Page 10,A,4,Other (Please specify),I sorta hope that my voice will be heard in the aggregated data from the gazzilion of responces
522898,COMPLETED,44102.82292,44106.50297,Page 10,A,4,Other (Please specify),I liked the open text option. When you simply click a box you cannot expand on the reason why you answer that way.
514088,COMPLETED,44102.83333,44106.49716,Page 7,B,3,Other (Please specify),It would have been helpful to know before starting that the answers would be mostly free form - this is different from previous surveys and requires more time and thought.
507211,COMPLETED,44102.79167,44106.49063,Page 10,A,3,Other (Please specify),Sondage trop généralisé pas assez précis dans les questions.
519176,COMPLETED,44102.8125,44106.4586,Page 7,B,3,Other (Please specify),"(Not a positive or negative experience, just a survey)"
507250,COMPLETED,44102.82292,44106.45255,Page 10,A,4,Other (Please specify),from the lession i learned
521577,COMPLETED,44102.82292,44106.43928,Page 7,B,5,Other (Please specify),The shortened survey length with the directed free text questions allows you to really share your thoughts about the organization.  I believe there is more value in the comments that can be derived from this format.  The old format left you tired by the end of the survey.  This one does not!
503189,COMPLETED,44102.82292,44106.39286,Page 10,A,5,Other (Please specify),all of the above
510485,COMPLETED,44102.82292,44106.3933,Page 10,A,2,Other (Please specify),Having to relate there are issues in the branch code of conduct ect
519664,COMPLETED,44102.80208,44106.38311,Page 10,A,5,Other (Please specify),Being able to express my feelings and experiences freely
506272,COMPLETED,44102.8125,44106.41406,Page 7,B,5,Other (Please specify),Opportunities to call out specific areas and elaborate in the comments.
509635,COMPLETED,44102.8125,44106.40486,Page 10,A,3,Other (Please specify),"Not a lot of questions - seemed way too ""breezy"""
516738,COMPLETED,44102.8125,44106.36742,Page 7,B,5,Other (Please specify),All of the above
504537,COMPLETED,44102.8125,44106.35669,Page 7,B,5,Other (Please specify),"i would say all of the above , this is nice way to reply"
510569,COMPLETED,44102.80208,44106.34819,Page 10,A,3,Other (Please specify),good - the survey helps to gather feedback from employees. bad - it takes time to write well thought out constructive feedback. There is no certainty that this feedback actually gets read and followed through with any satisfactory timeline.
516331,COMPLETED,44102.8125,44106.31193,Page 10,A,4,Other (Please specify),"I felt the questions were relevant, but it was shorter than in years past.  I feel it missed important points e.g. ""I have the tools to do my job""."
509101,COMPLETED,44102.79167,44106.29355,Page 7,B,2,Other (Please specify),very impersonal
508915,COMPLETED,44102.82292,44106.29457,Page 7,B,3,Other (Please specify),i do not believe that this covers everything.
515987,COMPLETED,44102.82292,44106.26082,Page 7,B,2,Other (Please specify),"""Clarity of questions"" for sure... but also there was nothing specific that was asked.  I was not clear re: what you were getting at with the questions nor did I feel like I could contribute any value to the questions asked as a result."
515744,COMPLETED,44102.80208,44106.26225,Page 7,B,1,Other (Please specify),"not a lot of content nor questions for a EOS type ""survey"""
518255,COMPLETED,44102.80208,44106.24155,Page 10,A,4,Other (Please specify),The survey was good but I feel there should be the ability to select more than one option with the question - Please select a topic from the list below to tell us more about your experience at RBC
502859,COMPLETED,44102.82292,44106.22589,Page 7,B,3,Other (Please specify),too many open ended responses required
503527,COMPLETED,44102.8125,44106.19648,Page 10,A,4,Other (Please specify),Ce sont toujours les mêmes questions qui nous sont posées dans les sondages!
513484,COMPLETED,44102.80208,44105.81425,Page 7,B,5,Other (Please specify),The questions and the scope making it is valuable
504431,COMPLETED,44102.79167,44105.71698,Page 7,B,4,Other (Please specify),Length of and ease of completing the survey
519527,COMPLETED,44102.82292,44105.76652,Page 7,B,5,Other (Please specify),To voice my opinion based my experience within RBC.
523123,COMPLETED,44102.8125,44105.60912,Page 7,B,5,Other (Please specify),Express deep feeling about RBC family
506232,COMPLETED,44102.80208,44105.59259,Page 10,A,5,Other (Please specify),i want to share how great about RBC
515633,COMPLETED,44102.82292,44105.68949,Page 7,B,2,Other (Please specify),The questions were far too vague. The EOS should dig deeper than the questions in this survey.
517415,COMPLETED,44102.79167,44105.66667,Page 7,B,3,Other (Please specify),We fill in these surveys and sometimes things get better and some times not so much
516220,COMPLETED,44102.79167,44105.66561,Page 7,B,4,Other (Please specify),Ability to speak openly and share views as opposed to selecting responses on a scale which may not tell the whole story.
523083,COMPLETED,44102.80208,44105.70118,Page 7,B,1,Other (Please specify),"I felt that this survey was much too narrow sighted, and leaves the participant focusing on only a small area of the business. As a result it misses the opportunity to discuss other positive and negative experiences of working at RBC, along with areas where the company is doing well or needs further growth and development. I do not believe that choosing just one topic in the beginning, to focus on for the entirety of the rest of the survey is a good idea. There should be a component/question set for each topic (does not mean it has to be lengthy). Otherwise there will be a disproportionate amount of feedback for each topic, and there will be insufficient data for some categories to draw meaningful conclusions from as you cant guarantee an equal amount of people choosing those topics. Please do Better."
510143,COMPLETED,44102.8125,44105.69515,Page 7,B,4,Other (Please specify),"C'est bien de pouvoir donner son opinion, mais je trouve l'exercice simpliste. Si l'entreprise veut savoir comment je me sens, qu'on me donne des questions plus claires sur des sujets précis."
519507,COMPLETED,44102.8125,44105.6201,Page 7,B,5,Other (Please specify),Ability to write my feedback rather than a rating
522776,COMPLETED,44102.8125,44105.57027,Page 10,A,4,Other (Please specify),"the ability to provide explanation to the answers provided which gives more colour on the feeling and sentiment, which should help management take the appropriate actions unlike the prior survey format."
521799,COMPLETED,44102.79167,44105.57343,Page 10,A,5,Other (Please specify),Good mix of MC and paragraph answers and good length of survey overall
503863,COMPLETED,44102.8125,44105.57322,Page 7,B,4,Other (Please specify),Being able to fill in comments.
512357,COMPLETED,44102.79167,44105.55507,Page 7,B,4,Other (Please specify),Content is very considerate.
518254,COMPLETED,44102.8125,44105.51567,Page 7,B,1,Other (Please specify),Why are we commenting this when answer is just strongly disagree ???
518103,COMPLETED,44102.80208,44105.49296,Page 10,A,3,Other (Please specify),I don't think this survey allowed for employee concerns
518471,COMPLETED,44102.82292,44105.4801,Page 7,B,5,Other (Please specify),Being able to use my own words to answer questions
510607,COMPLETED,44102.82292,44105.47493,Page 7,B,4,Other (Please specify),chance to voice my opinion
505952,COMPLETED,44102.8125,44105.49571,Page 10,A,5,Other (Please specify),"Très court ! J'aimerais ajouter un point que je voulais ajouter, mais le sondage est déjà terminé : Les valeurs et les qualités de mon supérieur sont tout aussi importants que le travail lui-même que je fais sur mon poste et j'ai un VP d'une très grande qualité."
520503,COMPLETED,44102.82292,44105.47192,Page 10,A,5,Other (Please specify),More content around answers.
519280,COMPLETED,44102.8125,44105.45155,Page 10,A,5,Other (Please specify),question simple et compréhensible. sondage court et possibilité de s'exprimer.
518917,COMPLETED,44102.79167,44105.44933,Page 7,B,4,Other (Please specify),This survey is too broad. It only generates answers that the questions and topics ask.
503683,COMPLETED,44102.8125,44105.43145,Page 7,B,5,Other (Please specify),I like that there are opportunities for generic answers but also devoted space for opinions about a particular question.
517378,COMPLETED,44102.8125,44105.41778,Page 7,B,5,Other (Please specify),I felt that RBC really wants to listen to us now.
517537,COMPLETED,44102.79167,44105.39432,Page 7,B,5,Other (Please specify),I felt much more heard by having the choice on what i wanted to voice as well as the feeling that my comments will be read
516946,COMPLETED,44102.79167,44105.40029,Page 10,A,3,Other (Please specify),combination of both clarity and length of htis survey. should have been longer and geared more towards the emloyees own manager/team
511319,COMPLETED,44102.8125,44105.39218,Page 10,A,4,Other (Please specify),ample opportunity to share comments and nuanced feedback.
515699,COMPLETED,44102.8125,44105.38981,Page 10,A,5,Other (Please specify),Capacité de mettre des commentaires
514010,COMPLETED,44102.82292,44105.38422,Page 10,A,4,Other (Please specify),WE ARE ASK TO COMPLETE SURVEY
521251,COMPLETED,44102.83333,44105.4022,Page 10,A,3,Other (Please specify),Lack of complete anonymity.
510970,COMPLETED,44102.79167,44105.36686,Page 7,B,4,Other (Please specify),Question vague
506050,COMPLETED,44102.79167,44105.36134,Page 7,B,4,Other (Please specify),allows for elaboration to support our choices
503780,COMPLETED,44102.82292,44105.33635,Page 10,A,5,Other (Please specify),The lenth was easier also the questions were straightforward.
515012,COMPLETED,44102.82292,44105.33435,Page 7,B,3,Other (Please specify),Want to share my experince at this branch and voice my concerns.
509865,COMPLETED,44102.82292,44105.33229,Page 7,B,3,Other (Please specify),"While the concerns on previous employee surveys were addressed and RBC did take steps to improve them, they did not last. I do not see this survey as having lasting impact just as the previous surveys did not."
512860,COMPLETED,44102.80208,44105.30183,Page 7,B,5,Other (Please specify),the chance to share my opinion
521209,COMPLETED,44102.82292,44105.31626,Page 10,A,5,Other (Please specify),freeform writing section - enough of having to stitch together two dozen poorly-worded stock phrases that no one understands and requires an annual clarification that the user has to bend and adapt to the questions and not vice versa.  sometimes (MOST times) a cigar is not a 73.5% indicator that the respondant is unhappy with their current paradigm
516109,COMPLETED,44102.82292,44105.28745,Page 7,B,5,Other (Please specify),Possibilité d'expliquer plus en détail ma pensée en écrivant
509675,COMPLETED,44102.8125,44105.27964,Page 10,A,3,Other (Please specify),"I had to resubmit a long response after a survey glitch. Aside from this, I had a good experience completing the survey."
508669,COMPLETED,44102.82292,44105.27876,Page 7,B,4,Other (Please specify),allowed me to express my opinion in words not in multiple question answers
505700,COMPLETED,44102.82292,44105.28034,Page 10,A,5,Other (Please specify),The targeted free text questions helped focus my response and I can see them being valuable information sources
503745,COMPLETED,44102.83333,44105.28228,Page 10,A,3,Other (Please specify),"the survey itself is easy to complete, however the questions seemed so high level and general that I wonder how much useful information can actually be taken from it."
517546,COMPLETED,44102.82292,44105.27027,Page 7,B,3,Other (Please specify),Appreciate the opportunity...but I don't have time to provide specifics in all the free form boxes.  Keep surveys to a simple statement selection in the future.
509870,COMPLETED,44102.79167,44105.26741,Page 10,A,2,Other (Please specify),We get asked the same questions and nothing has improved over the last 5 years it just keeps getting worst
509558,COMPLETED,44102.8125,44105.24696,Page 10,A,5,Other (Please specify),my opinion counts
505018,COMPLETED,44102.79167,44105.24771,Page 10,A,4,Other (Please specify),"I wish there were more direct questions regarding staff (i.e. manager surveys), but the survey was short and sweet (and hopefully anonymous)"
519015,COMPLETED,44102.8125,44105.01289,Page 10,A,1,Other (Please specify),lagginess
509967,COMPLETED,44102.79167,44104.82759,Page 10,A,4,Other (Please specify),"J'aimais bien l'ancien sondage qui nous permettait de faire un survol sur de plus vaste sujet (Plein de questions qui touchent pleins de sujets), mais les questions à long développement nous donne l'impression d'avoir un impact sur le futur et nous donne l'impression que notre voix est écouté davantage. J'aime le côté personnalisé du sondage"
513316,COMPLETED,44102.83333,44104.76402,Page 7,B,1,Other (Please specify),provide a channel to safety speak up during Pandemic; it shows organizationally our voice is valued.
508823,COMPLETED,44102.8125,44104.7698,Page 7,B,5,Other (Please specify),Avoir eu la chance de m'exprimer en écrit
503523,COMPLETED,44102.8125,44104.63578,Page 7,B,5,Other (Please specify),"This survey was easier, shorter and with a personal touch!"
516303,COMPLETED,44102.79167,44104.59505,Page 7,B,2,Other (Please specify),Comments take more time - it's hard to know what to say.
504948,COMPLETED,44102.79167,44104.59856,Page 7,B,1,Other (Please specify),A lot has been going on in the past six months and I certainly would be willing to share and spend more than 10 minutes to complete this survey. I would have preferred touching on many different subjects rather than just one ( knowing that I could have specified other- but it is nice to have the questions). It seems like the topics and questions are only skimming the surface.
503698,COMPLETED,44102.8125,44104.59744,Page 7,B,5,Other (Please specify),"It allowed me to think, rather than select from a list of someone else's thoughts."
522896,COMPLETED,44102.79167,44104.66956,Page 10,A,5,Other (Please specify),Speak up.
